ID,First Name,Gender,Salary,Bonus %,Team,Start Date,Last Login Time
387,Phyllis,Female,90335.26726342711,10.360060723514211,Finance,1/15/1995,10:09 PM
388,Robert,Male,123294.0,19.894,Client Services,10/29/1994,4:26 AM
389,Gloria,Female,131045.0,11.312,Product,9/19/1989,7:40 PM
390,Sharon,Female,97635.0,10.360060723514211,Finance,1/26/2005,10:09 PM
391,Barbara,Female,90335.26726342711,13.443,Sales,4/26/2001,12:22 AM
392,Marilyn,Female,140502.0,9.989,Sales,8/15/1989,9:14 AM
393,Ralph,Male,106310.0,4.03,Client Services,10/27/2010,10:28 AM
394,Harry,Female,46240.0,6.976,Engineering,1/26/2005,5:45 AM
395,Robin,Female,111163.0,5.025,Finance,1/26/2005,2:12 AM
396,Marilyn,Female,93753.0,7.094,Sales,11/25/2001,9:55 PM
397,Rose,Female,63494.0,10.360060723514211,Human Resources,1/26/2005,3:57 PM
398,Clarence,Male,90335.26726342711,13.835,Distribution,1/26/2005,10:09 PM
399,Doris,Female,85215.0,7.425,Finance,7/29/1992,6:40 PM
400,Kathryn,Female,86439.0,7.799,Finance,1/26/2005,9:29 AM
401,Billy,Female,62913.0,18.241,Marketing,3/16/2004,8:21 AM
402,Norma,Female,38872.0,9.302,Finance,4/16/1996,5:40 AM
403,Richard,Female,90335.26726342711,14.272,Engineering,11/28/1992,10:09 PM
404,Craig,Male,113506.0,10.360060723514211,Marketing,1/26/2005,4:45 AM
405,Sarah,Female,109980.0,8.86,Finance,7/20/1990,10:49 PM
406,Sharon,Female,91522.0,7.564,Finance,1/26/2005,4:39 PM
407,Mary,Female,42214.0,10.360060723514211,Business Development,8/22/2010,8:03 AM
408,Marilyn,Female,83159.0,9.55,Finance,2/23/2002,3:55 AM
409,Joe,Male,90335.26726342711,1.62,Client Services,1/26/2005,10:09 PM
410,Jeremy,Male,47885.0,19.276,Human Resources,5/29/1994,6:24 AM
411,Marilyn,Male,126232.0,10.360060723514211,Sales,8/14/2012,11:25 AM
412,Kevin,Male,134598.0,11.699,Finance,6/23/1981,8:26 PM
413,Jacqueline,Female,66604.0,14.609,Legal,1/26/2005,2:01 AM
414,Johnny,Male,90335.26726342711,10.360060723514211,Marketing,9/14/1992,8:21 AM
415,Gary,Male,49101.0,11.9,Finance,1/26/2005,10:09 PM
416,Shirley,Female,67811.0,12.699,Finance,11/16/1990,6:01 PM
417,Marilyn,Male,90335.26726342711,5.966,Distribution,6/29/2008,5:23 AM
418,Sarah,Female,37748.0,9.047,Human Resources,1/26/2005,2:51 PM
419,Julia,Female,90335.26726342711,2.664,Finance,1/26/2005,10:09 PM
420,Dorothy,Female,140136.0,10.360060723514211,Business Development,1/26/2005,10:50 PM
421,Justin,Male,121508.0,19.334,Finance,5/22/1986,6:30 AM
422,Kevin,Male,79906.0,18.021,Sales,11/20/1986,6:59 PM
423,Victor,Male,123144.0,10.360060723514211,Finance,1/26/2005,10:09 PM
424,Deborah,Female,90335.26726342711,17.436,Client Services,11/25/1980,4:33 AM
425,Matthew,Female,79443.0,10.360060723514211,Finance,1/26/2005,7:35 AM
426,Alice,Female,51395.0,2.378,Finance,1/26/2005,10:09 PM
427,Todd,Female,134408.0,3.56,Human Resources,3/16/2016,2:45 PM
428,Frank,Male,90335.26726342711,8.037,Sales,1/26/2005,10:09 PM
429,Marilyn,Male,68028.0,10.360060723514211,Finance,5/13/1999,10:48 AM
430,Rose,Female,90335.26726342711,5.63,Human Resources,5/28/2015,8:40 AM
431,Andrea,Female,79123.0,19.422,Distribution,1/26/2005,10:09 PM
432,Charles,Male,104014.0,10.360060723514211,Legal,12/16/1999,8:28 PM
433,Jessica,Female,121160.0,12.993,Client Services,1/26/2005,8:45 PM
434,Wanda,Female,65362.0,7.132,Finance,7/20/2008,1:44 PM
435,Joyce,Female,90335.26726342711,14.227,Finance,1/26/2005,7:38 AM
436,Billy,Female,144709.0,10.360060723514211,Distribution,1/26/2005,3:32 PM
437,Kathryn,Female,53061.0,11.864,Finance,8/29/2007,10:09 PM
438,Denise,Female,36697.0,11.196,Finance,1/26/2005,12:02 AM
439,Jason,Male,69244.0,10.360060723514211,Finance,11/20/1998,2:54 PM
440,Nicholas,Female,101036.0,2.826,Human Resources,1/26/2005,9:26 PM
441,Aaron,Male,90335.26726342711,11.343,Client Services,7/22/1990,2:53 PM
442,Louise,Female,46666.0,1.886,Business Development,5/13/2003,9:47 AM
443,Julie,Female,73437.0,10.360060723514211,Finance,1/26/2005,10:09 PM
444,Kathy,Female,86318.0,18.492,Sales,1/26/2005,6:19 PM
445,Marilyn,Male,76409.0,7.008,Distribution,1/26/2005,9:17 PM
446,Marilyn,Male,90335.26726342711,1.496,Finance,1/26/2005,1:57 AM
447,Cheryl,Female,67150.0,10.360060723514211,Marketing,8/16/1994,8:33 AM
448,Gregory,Male,90335.26726342711,11.204,Engineering,5/15/2009,10:09 PM
449,Wayne,Male,81183.0,17.066,Finance,1/26/2005,3:01 PM
450,Beverly,Female,107163.0,10.360060723514211,Human Resources,11/30/2005,2:57 AM
451,Willie,Male,90335.26726342711,19.691,Legal,1/26/2005,1:03 PM
452,Terry,Female,90335.26726342711,10.360060723514211,Finance,7/15/2016,12:29 AM
453,Scott,Male,146812.0,1.965,Marketing,11/17/2012,10:09 PM
454,Annie,Female,40119.0,4.338,Human Resources,12/19/1994,6:19 AM
455,Marilyn,Male,90335.26726342711,10.429,Finance,1/26/2005,10:09 PM
456,Ruth,Female,69579.0,18.029,Human Resources,10/24/2000,4:13 AM
457,Deborah,Female,101457.0,10.360060723514211,Finance,1/26/2005,10:09 PM
458,Patricia,Female,121232.0,16.624,Legal,1/26/2005,4:16 AM
459,Albert,Male,102626.0,15.843,Finance,9/30/2007,5:34 PM
460,Charles,Female,137171.0,5.574,Marketing,1/26/2005,1:00 PM
461,Tina,Female,88276.0,10.360060723514211,Legal,1/17/2005,9:11 AM
462,Jeremy,Male,90335.26726342711,13.946,Finance,1/26/2005,3:56 AM
463,Craig,Male,125556.0,7.996,Engineering,4/14/1996,10:09 PM
464,Jose,Male,59862.0,3.269,Product,1/26/2005,9:15 AM
465,Lawrence,Male,74640.0,18.641,Marketing,5/13/2005,1:25 AM
466,Helen,Female,90335.26726342711,4.188,Finance,10/31/1997,10:09 PM
467,Marilyn,Male,58789.0,5.461,Sales,1/26/2005,1:59 PM
468,Amy,Female,122897.0,8.222,Engineering,6/19/2002,3:06 AM
469,Janice,Female,90335.26726342711,10.360060723514211,Marketing,6/28/1997,1:48 PM
470,Stephen,Male,141958.0,9.078,Legal,1/26/2005,10:09 PM
471,Ryan,Male,139917.0,11.466,Distribution,7/20/1993,10:18 PM
472,Sharon,Female,147635.0,14.693,Human Resources,1/26/2005,6:32 AM
473,Joshua,Male,68230.0,8.047,Finance,1/26/2005,7:22 PM
474,Clarence,Male,90335.26726342711,8.457,Business Development,8/20/1992,8:23 PM
475,Jonathan,Male,90335.26726342711,11.364,Engineering,1/26/2005,10:09 PM
476,Stephanie,Female,122121.0,7.937,Finance,11/26/1992,12:54 AM
477,Kathy,Female,143541.0,10.360060723514211,Human Resources,1/26/2005,10:09 PM
478,Albert,Male,90335.26726342711,9.705,Business Development,8/14/2008,5:43 PM
479,Michael,Male,73354.0,18.357,Business Development,5/22/2011,10:42 AM
480,Richard,Male,47647.0,10.360060723514211,Finance,1/26/2005,10:09 PM
481,Amy,Female,106249.0,15.967,Sales,3/30/2008,10:54 PM
482,Marilyn,Female,93847.0,1.085,Business Development,4/27/2013,6:40 AM
483,Beverly,Female,90335.26726342711,10.360060723514211,Product,1/26/2005,5:49 AM
484,Marilyn,Female,115436.0,3.099,Finance,4/26/1992,10:09 PM
485,Joe,Male,50645.0,11.119,Marketing,4/14/2000,3:14 PM
486,Ashley,Female,142415.0,10.360060723514211,Finance,8/15/1997,9:48 PM
487,Howard,Male,90335.26726342711,2.021,Distribution,1/26/2005,10:09 PM
488,Cheryl,Female,71751.0,15.918,Business Development,1/26/2005,9:27 AM
489,Robert,Male,90335.26726342711,10.360060723514211,Legal,1/26/2005,10:09 PM
490,Sharon,Female,46007.0,19.731,Finance,1/26/2005,9:50 AM
491,Judith,Female,117055.0,7.461,Marketing,11/23/2007,10:09 PM
492,Nicholas,Female,90335.26726342711,10.360060723514211,Finance,1/26/2005,7:12 PM
493,Jerry,Male,121357.0,18.845,Business Development,1/30/1995,7:51 PM
494,Craig,Male,44857.0,10.360060723514211,Finance,1/26/2005,11:31 PM
495,Barbara,Female,47322.0,7.25,Sales,3/21/2002,8:02 AM
496,Eugene,Male,81077.0,10.360060723514211,Sales,1/26/2005,10:09 PM
497,Johnny,Male,76394.0,5.437,Marketing,1/26/2005,7:39 PM
498,Benjamin,Male,90335.26726342711,7.123,Finance,1/26/2005,3:28 PM
499,Diana,Female,41831.0,10.360060723514211,Business Development,6/13/1994,4:21 PM
500,Barbara,Female,90187.0,14.764,Finance,1/26/2005,10:09 PM
501,Christine,Female,90335.26726342711,10.360060723514211,Legal,1/26/2005,1:11 PM
502,Sean,Male,42748.0,9.765,Distribution,1/26/2005,7:07 PM
503,Sarah,Female,37259.0,1.763,Client Services,1/26/2005,10:09 PM
504,Roger,Female,125033.0,4.887,Marketing,1/26/2005,10:09 PM
505,Marilyn,Female,38275.0,10.360060723514211,Distribution,6/24/2014,10:05 AM
506,Marilyn,Male,71520.0,13.248,Finance,1/26/2005,1:17 PM
507,Donald,Female,90335.26726342711,6.499,Client Services,7/14/1995,10:09 PM
508,Clarence,Male,103684.0,10.360060723514211,Engineering,1/26/2005,12:11 AM
509,Scott,Male,96111.0,15.592,Human Resources,11/23/1996,7:36 PM
510,Ann,Female,90719.0,6.22,Finance,1/26/2005,12:17 PM
511,Frank,Male,90335.26726342711,17.07,Legal,4/27/2003,10:09 PM
512,Joe,Male,62161.0,8.13,Business Development,1/26/2005,7:32 AM
513,Wanda,Female,78883.0,19.695,Finance,1/26/2005,3:11 AM
514,Jimmy,Male,63549.0,10.360060723514211,Finance,11/19/2013,10:09 PM
515,Amy,Female,63888.0,18.115,Product,12/25/1984,10:52 AM
516,Larry,Male,97370.0,10.458,Sales,1/26/2005,10:09 PM
517,Gloria,Female,66224.0,10.360060723514211,Legal,1/26/2005,8:26 PM
518,Ruth,Female,97915.0,3.997,Human Resources,1/26/2005,10:07 AM
519,Diana,Female,90335.26726342711,18.003,Product,1/19/1995,12:37 AM
520,Raymond,Male,37812.0,10.360060723514211,Human Resources,2/16/2009,10:38 PM
521,Peter,Male,56580.0,8.411,Finance,1/26/2005,9:09 AM
522,Marilyn,Female,83895.0,17.971,Engineering,9/25/1981,9:59 AM
523,Catherine,Female,90335.26726342711,10.360060723514211,Distribution,8/31/2013,7:24 PM
524,Diane,Female,124889.0,15.026,Sales,1/26/2005,4:56 PM
525,Peter,Female,118840.0,14.509,Finance,10/13/2014,10:09 PM
526,Steve,Male,67780.0,10.360060723514211,Human Resources,8/22/1995,6:58 AM
527,Barbara,Female,144677.0,8.696,Finance,3/22/2004,8:11 AM
528,Helen,Female,90335.26726342711,1.022,Product,1/26/2005,1:42 PM
529,Jimmy,Female,86676.0,10.360060723514211,Finance,1/26/2005,2:48 AM
530,Christopher,Male,82401.0,7.252,Client Services,4/23/2014,7:52 AM
531,Kathleen,Female,35575.0,14.595,Distribution,6/13/2014,9:16 AM
532,Virginia,Female,90335.26726342711,10.154,Marketing,1/26/2005,10:09 PM
533,Lisa,Female,38078.0,10.360060723514211,Product,2/26/2005,6:33 PM
534,Earl,Male,52620.0,13.773,Finance,1/26/2005,9:03 PM
535,Gerald,Female,133366.0,12.292,Legal,1/26/2005,10:09 PM
536,Louise,Female,90335.26726342711,10.360060723514211,Finance,9/18/1981,5:47 AM
537,Clarence,Male,146589.0,4.905,Business Development,8/26/1982,9:47 AM
538,Marilyn,Female,51633.0,13.472,Business Development,1/26/2005,1:08 PM
539,Adam,Male,45181.0,3.491,Human Resources,9/14/1992,10:09 PM
540,Justin,Male,90335.26726342711,3.459,Finance,1/26/2005,10:30 AM
541,Marilyn,Female,84746.0,10.360060723514211,Finance,9/14/1994,3:30 AM
542,Ruby,Female,147362.0,7.851,Engineering,1/26/2005,3:36 AM
543,Amanda,Female,90335.26726342711,14.077,Distribution,9/14/1996,10:09 PM
544,Anna,Female,117293.0,2.366,Finance,1/26/2005,2:34 PM
545,Roger,Male,90335.26726342711,13.32,Marketing,1/26/2005,5:11 PM
546,Julie,Female,93302.0,9.048,Product,1/26/2005,10:09 PM
547,Joseph,Male,102555.0,3.672,Finance,1/26/2005,6:50 PM
548,Evelyn,Female,51525.0,10.360060723514211,Finance,9/22/1998,10:09 PM
549,Janice,Female,41190.0,3.311,Sales,1/26/2005,9:06 PM
550,Marilyn,Female,75484.0,3.186,Finance,2/25/1980,10:50 PM
551,Gregory,Female,82726.0,10.360060723514211,Marketing,1/26/2005,10:09 PM
552,Marilyn,Male,90335.26726342711,19.122,Finance,7/18/1985,6:36 AM
553,Barbara,Female,127297.0,11.905,Product,1/26/2005,3:41 PM
554,Amanda,Female,109290.0,13.853,Engineering,1/26/2005,7:46 AM
555,Phyllis,Female,99150.0,6.007,Client Services,10/25/1985,10:09 PM
556,Anne,Female,90335.26726342711,10.360060723514211,Finance,1/26/2005,8:09 PM
557,Marilyn,Male,66819.0,6.639,Marketing,12/16/2014,4:56 PM
558,Jane,Female,42424.0,18.115,Finance,1/26/2005,8:39 AM
559,Linda,Female,90335.26726342711,10.360060723514211,Engineering,8/18/1985,4:34 AM
560,Ashley,Female,120675.0,6.51,Human Resources,11/17/1999,10:09 PM
561,Shawn,Female,96610.0,2.097,Finance,1/26/2005,10:24 AM
562,Kathleen,Female,71430.0,8.572,Engineering,9/20/1996,3:45 PM
563,Sara,Female,87713.0,18.863,Legal,1/26/2005,10:09 PM
564,Randy,Male,90335.26726342711,10.360060723514211,Engineering,1/26/2005,7:39 PM
565,Marilyn,Male,43414.0,7.563,Finance,3/29/1985,6:57 PM
566,Marilyn,Female,87145.0,17.33,Human Resources,1/26/2005,10:09 PM
567,Johnny,Male,91124.0,12.986,Distribution,1/26/2005,1:35 PM
568,Marilyn,Female,90335.26726342711,12.605,Finance,1/26/2005,8:04 PM
569,Susan,Female,90829.0,10.360060723514211,Marketing,4/18/1986,10:09 PM
570,Ruby,Female,101262.0,6.773,Finance,1/26/2005,3:42 AM
571,Kelly,Female,41427.0,1.431,Product,8/16/1996,10:09 PM
572,Jonathan,Male,90335.26726342711,18.623,Marketing,1/26/2005,10:38 PM
573,Raymond,Male,114244.0,10.360060723514211,Human Resources,1/13/1996,10:09 PM
574,Kimberly,Female,81800.0,5.435,Finance,12/30/1981,4:51 AM
575,Marilyn,Female,118736.0,7.421,Client Services,1/26/2005,1:01 PM
576,John,Female,90335.26726342711,5.809,Product,1/22/1995,10:09 PM
577,Michael,Male,35013.0,14.879,Finance,7/30/1993,5:35 PM
578,Jerry,Male,98393.0,10.360060723514211,Client Services,1/26/2005,4:29 AM
579,Amanda,Female,107111.0,1.438,Product,3/17/1982,11:46 PM
580,Marilyn,Male,90335.26726342711,1.187,Legal,1/26/2005,8:45 PM
581,Harry,Female,65482.0,18.089,Finance,1/27/1985,8:18 PM
582,Ernest,Male,81919.0,15.118,Marketing,1/26/2005,12:08 AM
583,Marilyn,Male,90335.26726342711,10.360060723514211,Finance,11/19/1982,10:09 PM
584,Diane,Female,49501.0,13.506,Business Development,1/26/2005,6:14 PM
585,Jack,Male,70367.0,18.266,Legal,5/30/2012,3:17 AM
586,Marilyn,Female,90335.26726342711,2.754,Marketing,4/16/1988,10:09 PM
587,Rose,Female,56961.0,10.360060723514211,Finance,1/26/2005,10:09 PM
588,Cheryl,Female,98841.0,8.945,Client Services,1/26/2005,6:28 AM
589,Cynthia,Female,78226.0,2.419,Human Resources,5/23/1980,3:19 AM
590,Sandra,Female,116931.0,9.657,Finance,4/24/1995,7:14 PM
591,Marilyn,Female,90335.26726342711,13.346,Business Development,1/26/2005,10:09 PM
592,Rachel,Female,110924.0,7.808,Distribution,4/22/1988,12:01 PM
593,Justin,Male,78351.0,15.221,Sales,1/26/2005,11:15 PM
594,Marie,Female,90335.26726342711,4.644,Sales,11/23/2000,5:06 AM
595,Louis,Male,95198.0,2.075,Finance,1/26/2005,5:02 AM
596,Nancy,Female,121006.0,3.512,Finance,1/26/2005,10:09 PM
597,Mark,Male,90335.26726342711,6.752,Business Development,1/26/2005,5:31 AM
598,Teresa,Female,69740.0,8.294,Finance,6/24/1987,7:37 PM
599,Frances,Female,91996.0,11.506,Product,7/21/2001,10:09 PM
600,Marilyn,Female,90335.26726342711,10.360060723514211,Human Resources,1/26/2005,10:57 PM
601,Barbara,Female,90556.0,15.749,Distribution,12/20/1994,10:09 AM
602,Christine,Female,50366.0,9.862,Marketing,1/26/2005,6:00 PM
603,Bobby,Female,84232.0,15.704,Finance,7/21/2003,3:50 PM
604,Marilyn,Female,100888.0,12.49,Business Development,10/26/1991,8:11 AM
605,Bruce,Male,141335.0,15.427,Finance,3/15/2013,11:13 PM
606,Rose,Female,97691.0,2.142,Client Services,1/26/2005,9:14 AM
607,Mildred,Female,47266.0,10.256,Client Services,2/21/1981,3:30 AM
608,Marilyn,Male,139754.0,12.74,Sales,10/13/1983,11:59 PM
609,Marilyn,Female,116236.0,10.360060723514211,Finance,1/26/2005,5:17 PM
610,Todd,Male,103405.0,15.91,Sales,2/16/2010,10:09 PM
611,Alan,Female,90335.26726342711,10.084,Product,2/17/2012,12:26 AM
612,Elizabeth,Female,52730.0,12.525,Marketing,1/26/2005,3:58 AM
613,Julie,Female,60361.0,7.099,Distribution,10/21/2000,1:15 AM
614,Teresa,Female,63103.0,11.378,Finance,1/26/2005,3:47 PM
615,Eric,Male,90335.26726342711,11.513,Distribution,1/26/2005,9:16 PM
616,Edward,Male,73105.0,6.083,Engineering,8/30/2001,1:24 AM
617,Kimberly,Female,37916.0,10.360060723514211,Distribution,1/26/2005,10:09 PM
618,Kathy,Female,45682.0,1.451,Finance,1/14/2001,5:11 AM
619,Peter,Male,69297.0,1.268,Finance,11/24/1992,5:43 PM
620,Beverly,Female,59070.0,19.064,Engineering,10/22/1990,10:09 PM
621,Marilyn,Male,90335.26726342711,8.4,Finance,1/26/2005,2:25 AM
622,Justin,Male,128036.0,18.824,Client Services,1/26/2005,11:00 PM
623,Irene,Female,89780.0,8.999,Sales,6/23/2005,10:09 PM
624,Irene,Female,125018.0,9.601,Legal,11/29/2006,10:09 PM
625,Jeremy,Male,90335.26726342711,12.2,Sales,1/26/2005,10:09 PM
626,Cynthia,Female,82408.0,8.701,Finance,6/29/2015,6:38 AM
627,Marilyn,Female,131755.0,2.93,Finance,4/13/1997,8:03 AM
628,Anne,Female,128305.0,10.360060723514211,Marketing,1/26/2005,12:30 PM
629,Marilyn,Female,90335.26726342711,1.702,Distribution,1/26/2005,12:49 PM
630,Debra,Female,74911.0,19.513,Marketing,1/26/2005,12:19 PM
631,Michael,Male,47079.0,2.617,Legal,7/13/1988,10:09 PM
632,Jason,Female,82873.0,1.869,Client Services,1/26/2005,1:20 AM
633,Rebecca,Female,90335.26726342711,6.878,Engineering,2/23/1990,3:21 PM
634,Marilyn,Female,123591.0,6.5,Engineering,11/17/2011,10:09 PM
635,Carl,Male,75598.0,19.289,Finance,1/26/2005,5:59 PM
636,Randy,Male,89831.0,13.047,Finance,9/27/2000,3:04 AM
637,Marilyn,Female,90335.26726342711,2.924,Engineering,1/26/2005,4:06 PM
638,Marilyn,Male,126956.0,10.360060723514211,Human Resources,1/26/2005,10:09 PM
639,Frances,Female,112467.0,1.433,Business Development,1/26/2005,6:08 PM
640,Amanda,Female,46665.0,19.391,Client Services,1/26/2005,2:15 PM
641,Marilyn,Female,42553.0,3.756,Finance,8/28/2004,10:49 AM
642,Amanda,Female,102081.0,5.203,Sales,1/25/1995,5:06 AM
643,Amanda,Female,135118.0,15.108,Finance,1/26/2005,9:17 AM
644,Shawn,Male,71975.0,9.77,Finance,9/29/1987,10:11 PM
645,Katherine,Female,149908.0,18.912,Finance,8/13/1996,12:21 AM
646,Marilyn,Female,90335.26726342711,10.360060723514211,Marketing,1/26/2005,9:19 AM
647,Elizabeth,Female,79145.0,19.78,Finance,2/21/2010,7:02 AM
648,Donald,Male,122920.0,5.32,Finance,1/26/2005,10:00 AM
649,Gregory,Male,128031.0,15.857,Finance,11/15/1999,10:09 PM
650,Ruth,Female,59969.0,14.064,Finance,2/17/2004,5:38 AM
651,Cynthia,Female,90335.26726342711,10.360060723514211,Finance,1/26/2005,1:24 AM
652,Deborah,Female,113129.0,17.371,Client Services,11/21/1985,1:40 PM
653,Willie,Male,141932.0,1.017,Finance,1/26/2005,5:39 AM
654,Debra,Female,42296.0,10.360060723514211,Product,5/28/2006,6:51 AM
655,Carl,Male,63395.0,11.411,Legal,12/14/1984,8:49 PM
656,Walter,Male,125382.0,13.613,Finance,1/26/2005,11:16 PM
657,Lisa,Female,90335.26726342711,17.108,Marketing,1/26/2005,6:44 PM
658,Rebecca,Female,46750.0,11.367,Sales,1/26/2005,10:33 AM
659,Jessica,Female,90285.0,13.591,Client Services,10/19/1986,10:09 PM
660,Marilyn,Female,53692.0,4.785,Finance,8/27/2009,3:41 PM
661,Mary,Female,100341.0,6.662,Distribution,1/26/2005,7:02 PM
662,Craig,Male,90335.26726342711,4.225,Engineering,8/21/1995,2:38 AM
663,Katherine,Female,41643.0,10.360060723514211,Distribution,12/19/2000,1:40 AM
664,Andrea,Female,113760.0,12.866,Distribution,8/31/1989,11:10 PM
665,Timothy,Male,49473.0,12.463,Legal,1/26/2005,10:49 PM
666,Anthony,Male,146141.0,10.360060723514211,Distribution,2/13/2013,1:35 PM
667,Harold,Female,79459.0,7.776,Business Development,1/26/2005,11:02 AM
668,Douglas,Female,104496.0,14.771,Marketing,1/26/2005,2:03 AM
669,James,Male,67789.0,17.105,Legal,1/26/2005,7:06 AM
670,Joseph,Female,86564.0,10.360060723514211,Finance,3/28/1982,1:05 PM
671,Marilyn,Female,135758.0,14.782,Client Services,9/14/2001,3:22 AM
672,Laura,Female,84672.0,3.96,Distribution,1/26/2005,10:09 PM
673,Marilyn,Male,111580.0,10.982,Human Resources,1/26/2005,12:41 PM
674,Ralph,Male,50455.0,10.360060723514211,Finance,3/24/1996,11:54 AM
675,Marilyn,Male,88733.0,1.932,Human Resources,8/28/2012,7:56 PM
676,Diane,Female,90335.26726342711,12.791,Marketing,1/26/2005,6:56 PM
677,Marilyn,Female,138925.0,9.801,Marketing,1/26/2005,10:04 AM
678,Jacqueline,Female,62371.0,15.77,Finance,9/20/1994,6:07 PM
679,Brenda,Female,87715.0,10.360060723514211,Product,4/17/1984,7:12 AM
680,Lori,Female,66029.0,3.345,Client Services,1/26/2005,7:36 AM
681,Albert,Male,86818.0,14.301,Engineering,6/17/1992,3:25 AM
682,Frank,Male,90335.26726342711,17.398,Product,11/23/2002,6:10 PM
683,Deborah,Female,105573.0,5.268,Product,1/26/2005,10:09 PM
684,Robin,Female,41230.0,10.360060723514211,Finance,12/20/2005,2:42 PM
685,Alice,Female,117787.0,10.485,Finance,1/21/2016,5:07 PM
686,Marilyn,Male,88086.0,19.387,Finance,1/26/2005,9:37 AM
687,Paul,Female,91462.0,18.704,Finance,2/18/2011,12:23 PM
688,Marilyn,Male,139959.0,8.992,Distribution,12/27/1996,7:07 AM
689,Brian,Male,93901.0,17.821,Legal,1/26/2005,10:47 PM
690,Marilyn,Female,50529.0,17.263,Finance,1/26/2005,6:31 AM
691,Bruce,Male,90335.26726342711,10.360060723514211,Sales,1/28/2007,11:10 PM
692,Joan,Female,120941.0,3.694,Finance,1/26/2005,2:53 AM
693,Marilyn,Male,118753.0,8.162,Sales,5/15/2007,10:09 PM
694,Alice,Female,92799.0,2.782,Sales,10/16/1995,9:19 PM
695,Barbara,Female,85718.0,13.326,Client Services,1/26/2005,12:35 AM
696,Sarah,Female,109517.0,5.146,Human Resources,1/26/2005,10:09 PM
697,Samuel,Male,85550.0,11.593,Marketing,5/25/2012,4:40 PM
698,Marilyn,Male,136655.0,9.801,Distribution,5/23/1990,2:09 AM
699,Barbara,Female,43312.0,8.218,Legal,1/26/2005,5:13 AM
700,Amy,Female,102839.0,10.385,Distribution,5/19/1984,11:47 AM
701,Frank,Male,78891.0,7.927,Distribution,1/26/2005,9:15 PM
702,Robin,Female,93201.0,11.712,Legal,9/16/2005,1:26 AM
703,Debra,Female,84693.0,6.976,Finance,1/26/2005,1:12 PM
704,Marilyn,Female,73587.0,9.769,Human Resources,5/31/2004,3:36 PM
705,Thomas,Male,65251.0,11.211,Distribution,1/26/2005,9:51 AM
706,Harry,Male,129148.0,15.193,Engineering,9/23/2015,1:36 AM
707,Todd,Female,128175.0,18.473,Finance,1/26/2005,6:53 PM
708,Patricia,Female,75825.0,7.839,Engineering,1/26/2005,1:10 AM
709,Steve,Male,51821.0,1.197,Legal,1/26/2005,9:17 PM
710,Marilyn,Female,60411.0,12.048,Human Resources,1/26/2005,10:09 PM
711,Edward,Male,58327.0,17.095,Finance,11/27/1997,1:00 AM
712,Karen,Female,46478.0,16.552,Engineering,1/26/2005,10:09 PM
713,Martin,Female,123963.0,15.745,Engineering,1/26/2005,4:17 AM
714,Ann,Female,79796.0,9.851,Distribution,9/28/1994,5:44 AM
715,Jonathan,Male,83809.0,12.922,Distribution,7/30/1984,6:02 PM
716,Peter,Male,77933.0,13.132,Engineering,1/26/2005,7:28 AM
717,Eric,Male,51070.0,13.806,Business Development,6/15/1993,3:56 AM
718,Jason,Female,97480.0,11.518,Human Resources,4/15/1988,8:16 PM
719,Terry,Male,58357.0,7.969,Engineering,1/26/2005,11:18 PM
720,John,Male,67165.0,13.001,Engineering,1/29/1999,3:07 AM
721,Marilyn,Female,145988.0,18.685,Human Resources,1/26/2005,2:01 PM
722,Harold,Male,147417.0,11.626,Business Development,4/16/2010,5:13 AM
723,Joshua,Male,95003.0,5.197,Marketing,6/27/1997,10:09 PM
724,Brandon,Female,144187.0,11.416,Legal,1/26/2005,2:32 AM
725,Marilyn,Female,37888.0,13.47,Engineering,1/26/2005,6:40 AM
726,Jeremy,Female,131513.0,1.876,Finance,5/19/1991,1:40 PM
727,Daniel,Male,77287.0,13.0,Finance,2/29/2016,4:04 AM
728,Marilyn,Male,46875.0,12.942,Sales,1/26/2005,1:22 PM
729,Dorothy,Female,82744.0,19.111,Client Services,1/26/2005,12:22 AM
730,Marilyn,Male,43252.0,18.892,Client Services,1/26/2005,12:32 AM
731,Nicole,Female,66047.0,18.674,Marketing,4/26/2009,12:40 AM
732,Ann,Female,118431.0,12.772,Finance,7/16/2001,9:27 AM
733,Henry,Female,59943.0,1.432,Finance,1/26/2005,2:04 AM
734,Marilyn,Male,136681.0,3.655,Business Development,6/17/2009,1:00 PM
735,Marilyn,Female,138807.0,1.4,Human Resources,12/18/1994,10:09 PM
736,Barbara,Female,82884.0,6.837,Business Development,1/26/2005,5:32 AM
737,Judy,Female,48668.0,11.716,Product,1/26/2005,10:09 PM
738,Lawrence,Male,122971.0,14.618,Product,7/23/2011,3:41 AM
739,Joseph,Male,107050.0,12.737,Business Development,1/26/2005,11:12 PM
740,Carlos,Male,138598.0,14.737,Sales,1/26/2005,10:00 AM
741,Russell,Female,149456.0,3.533,Marketing,1/26/2005,11:59 AM
742,Jane,Female,128540.0,15.941,Legal,1/26/2005,7:02 PM
743,Martin,Male,61117.0,2.844,Client Services,2/25/2016,6:29 PM
744,Steven,Male,100949.0,13.813,Human Resources,5/30/1980,8:25 PM
745,Judy,Female,46829.0,5.19,Finance,1/26/2005,10:09 PM
746,James,Male,69111.0,14.625,Business Development,2/16/2008,10:09 PM
747,Gloria,Female,46602.0,1.027,Business Development,8/19/2004,10:31 AM
