ID,First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
435,Joyce,Female,,7:38 AM,,14.227,TRUE,
436,Billy,,,3:32 PM,144709,,TRUE,Distribution
437,Kathryn,Female,8/29/2007,,53061,11.864,TRUE,Finance
438,Denise,Female,,12:02 AM,36697,11.196,TRUE,
439,Jason,Male,11/20/1998,2:54 PM,69244,,TRUE,
440,Nicholas,,,9:26 PM,101036,2.826,TRUE,Human Resources
441,Aaron,Male,7/22/1990,2:53 PM,,11.343,TRUE,Client Services
442,Louise,Female,5/13/2003,9:47 AM,46666,1.886,TRUE,Business Development
443,Julie,Female,,,73437,,TRUE,
444,Kathy,Female,,6:19 PM,86318,18.492,TRUE,Sales
445,,Male,,9:17 PM,76409,7.008,TRUE,Distribution
446,,Male,,1:57 AM,,1.496,FALSE,
447,Cheryl,Female,8/16/1994,8:33 AM,67150,,TRUE,Marketing
448,Gregory,Male,5/15/2009,,,11.204,TRUE,Engineering
449,Wayne,Male,,3:01 PM,81183,17.066,FALSE,
450,Beverly,Female,11/30/2005,2:57 AM,107163,,TRUE,Human Resources
451,Willie,Male,,1:03 PM,,19.691,FALSE,Legal
452,Terry,,7/15/2016,12:29 AM,,,TRUE,
453,Scott,Male,11/17/2012,,146812,1.965,TRUE,Marketing
454,Annie,Female,12/19/1994,6:19 AM,40119,4.338,TRUE,Human Resources
455,,Male,,,,10.429,TRUE,
456,Ruth,Female,10/24/2000,4:13 AM,69579,18.029,TRUE,Human Resources
457,Deborah,,,,101457,,FALSE,
458,Patricia,Female,,4:16 AM,121232,16.624,TRUE,Legal
459,Albert,Male,9/30/2007,5:34 PM,102626,15.843,FALSE,Finance
460,Charles,,,1:00 PM,137171,5.574,TRUE,Marketing
461,Tina,Female,1/17/2005,9:11 AM,88276,,TRUE,Legal
462,Jeremy,Male,,3:56 AM,,13.946,TRUE,
463,Craig,Male,4/14/1996,,125556,7.996,FALSE,Engineering
464,Jose,Male,,9:15 AM,59862,3.269,TRUE,Product
465,Lawrence,Male,5/13/2005,1:25 AM,74640,18.641,FALSE,Marketing
466,Helen,Female,10/31/1997,,,4.188,FALSE,
467,,Male,,1:59 PM,58789,5.461,FALSE,Sales
468,Amy,Female,6/19/2002,3:06 AM,122897,8.222,TRUE,Engineering
469,Janice,Female,6/28/1997,1:48 PM,,,TRUE,Marketing
470,Stephen,Male,,,141958,9.078,TRUE,Legal
471,Ryan,Male,7/20/1993,10:18 PM,139917,11.466,FALSE,Distribution
472,Sharon,Female,,6:32 AM,147635,14.693,TRUE,Human Resources
473,Joshua,Male,,7:22 PM,68230,8.047,FALSE,
474,Clarence,Male,8/20/1992,8:23 PM,,8.457,FALSE,Business Development
475,Jonathan,Male,,,,11.364,FALSE,Engineering
476,Stephanie,Female,11/26/1992,12:54 AM,122121,7.937,TRUE,
477,Kathy,Female,,,143541,,TRUE,Human Resources
478,Albert,Male,8/14/2008,5:43 PM,,9.705,FALSE,Business Development
479,Michael,Male,5/22/2011,10:42 AM,73354,18.357,FALSE,Business Development
480,Richard,Male,,,47647,,TRUE,
481,Amy,,3/30/2008,10:54 PM,106249,15.967,FALSE,Sales
482,,Female,4/27/2013,6:40 AM,93847,1.085,TRUE,Business Development
483,Beverly,,,5:49 AM,,,FALSE,Product
484,,Female,4/26/1992,,115436,3.099,TRUE,
485,Joe,Male,4/14/2000,3:14 PM,50645,11.119,FALSE,Marketing
486,Ashley,Female,8/15/1997,9:48 PM,142415,,TRUE,
487,Howard,Male,,,,2.021,FALSE,Distribution
488,Cheryl,Female,,9:27 AM,71751,15.918,TRUE,Business Development
489,Robert,Male,,,,,FALSE,Legal
490,Sharon,Female,,9:50 AM,46007,19.731,TRUE,
491,Judith,Female,11/23/2007,,117055,7.461,TRUE,Marketing
492,Nicholas,,,7:12 PM,,,TRUE,
493,Jerry,Male,1/30/1995,7:51 PM,121357,18.845,FALSE,Business Development
494,Craig,Male,,11:31 PM,44857,,FALSE,Finance
495,Barbara,Female,3/21/2002,8:02 AM,47322,7.25,TRUE,Sales
496,Eugene,Male,,,81077,,FALSE,Sales
497,Johnny,Male,,7:39 PM,76394,5.437,TRUE,Marketing
498,Benjamin,Male,,3:28 PM,,7.123,FALSE,
499,Diana,Female,6/13/1994,4:21 PM,41831,,FALSE,Business Development
500,Barbara,,,,90187,14.764,TRUE,
501,Christine,Female,,1:11 PM,,,FALSE,Legal
502,Sean,Male,,7:07 PM,42748,9.765,FALSE,Distribution
503,Sarah,Female,,,37259,1.763,FALSE,Client Services
504,Roger,,,,125033,4.887,TRUE,Marketing
505,,Female,6/24/2014,10:05 AM,38275,,TRUE,Distribution
506,,Male,,1:17 PM,71520,13.248,TRUE,
507,Donald,,7/14/1995,,,6.499,TRUE,Client Services
508,Clarence,Male,,12:11 AM,103684,,TRUE,Engineering
509,Scott,Male,11/23/1996,7:36 PM,96111,15.592,FALSE,Human Resources
510,Ann,Female,,12:17 PM,90719,6.22,FALSE,
511,Frank,Male,4/27/2003,,,17.07,FALSE,Legal
512,Joe,Male,,7:32 AM,62161,8.13,TRUE,Business Development
513,Wanda,Female,,3:11 AM,78883,19.695,TRUE,
514,Jimmy,Male,11/19/2013,,63549,,FALSE,
515,Amy,,12/25/1984,10:52 AM,63888,18.115,TRUE,Product
516,Larry,Male,,,97370,10.458,TRUE,Sales
517,Gloria,Female,,8:26 PM,66224,,TRUE,Legal
518,Ruth,Female,,10:07 AM,97915,3.997,TRUE,Human Resources
519,Diana,Female,1/19/1995,12:37 AM,,18.003,TRUE,Product
520,Raymond,Male,2/16/2009,10:38 PM,37812,,FALSE,Human Resources
521,Peter,Male,,9:09 AM,56580,8.411,TRUE,
522,,,9/25/1981,9:59 AM,83895,17.971,TRUE,Engineering
523,Catherine,Female,8/31/2013,7:24 PM,,,TRUE,Distribution
524,Diane,Female,,4:56 PM,124889,15.026,TRUE,Sales
525,Peter,,10/13/2014,,118840,14.509,TRUE,
526,Steve,Male,8/22/1995,6:58 AM,67780,,TRUE,Human Resources
527,Barbara,Female,3/22/2004,8:11 AM,144677,8.696,FALSE,Finance
528,Helen,,,1:42 PM,,1.022,TRUE,Product
529,Jimmy,,,2:48 AM,86676,,TRUE,
530,Christopher,Male,4/23/2014,7:52 AM,82401,7.252,FALSE,Client Services
531,Kathleen,Female,6/13/2014,9:16 AM,35575,14.595,TRUE,Distribution
532,Virginia,Female,,,,10.154,TRUE,Marketing
533,Lisa,Female,2/26/2005,6:33 PM,38078,,TRUE,Product
534,Earl,Male,,9:03 PM,52620,13.773,TRUE,
535,Gerald,,,,133366,12.292,FALSE,Legal
536,Louise,Female,9/18/1981,5:47 AM,,,TRUE,
537,Clarence,Male,8/26/1982,9:47 AM,146589,4.905,TRUE,Business Development
538,,Female,,1:08 PM,51633,13.472,TRUE,Business Development
539,Adam,Male,9/14/1992,,45181,3.491,TRUE,Human Resources
540,Justin,Male,,10:30 AM,,3.459,TRUE,
541,,Female,9/14/1994,3:30 AM,84746,,TRUE,Finance
542,Ruby,,,3:36 AM,147362,7.851,TRUE,Engineering
543,Amanda,Female,9/14/1996,,,14.077,TRUE,Distribution
544,Anna,Female,,2:34 PM,117293,2.366,FALSE,
545,Roger,Male,,5:11 PM,,13.32,TRUE,Marketing
546,Julie,,,,93302,9.048,TRUE,Product
547,Joseph,Male,,6:50 PM,102555,3.672,TRUE,
548,Evelyn,Female,9/22/1998,,51525,,TRUE,Finance
549,Janice,Female,,9:06 PM,41190,3.311,TRUE,Sales
550,,Female,2/25/1980,10:50 PM,75484,3.186,TRUE,Finance
551,Gregory,,,,82726,,TRUE,Marketing
552,,Male,7/18/1985,6:36 AM,,19.122,FALSE,
553,Barbara,Female,,3:41 PM,127297,11.905,TRUE,Product
554,Amanda,Female,,7:46 AM,109290,13.853,FALSE,Engineering
555,Phyllis,,10/25/1985,,99150,6.007,FALSE,Client Services
556,Anne,Female,,8:09 PM,,,TRUE,
557,,Male,12/16/2014,4:56 PM,66819,6.639,TRUE,Marketing
558,Jane,,,8:39 AM,42424,18.115,FALSE,
559,Linda,Female,8/18/1985,4:34 AM,,,TRUE,Engineering
560,Ashley,Female,11/17/1999,,120675,6.51,FALSE,Human Resources
561,Shawn,,,10:24 AM,96610,2.097,TRUE,
562,Kathleen,Female,9/20/1996,3:45 PM,71430,8.572,FALSE,Engineering
563,Sara,,,,87713,18.863,TRUE,Legal
564,Randy,Male,,7:39 PM,,,FALSE,Engineering
565,,Male,3/29/1985,6:57 PM,43414,7.563,TRUE,
566,Marilyn,,,,87145,17.33,FALSE,Human Resources
567,Johnny,Male,,1:35 PM,91124,12.986,TRUE,Distribution
568,,Female,,8:04 PM,,12.605,TRUE,
569,Susan,Female,4/18/1986,,90829,,FALSE,Marketing
570,Ruby,Female,,3:42 AM,101262,6.773,FALSE,
571,Kelly,,8/16/1996,,41427,1.431,FALSE,Product
572,Jonathan,Male,,10:38 PM,,18.623,TRUE,Marketing
573,Raymond,Male,1/13/1996,,114244,,FALSE,Human Resources
574,Kimberly,Female,12/30/1981,4:51 AM,81800,5.435,TRUE,
575,,Female,,1:01 PM,118736,7.421,TRUE,Client Services
576,John,,1/22/1995,,,5.809,TRUE,Product
577,Michael,Male,7/30/1993,5:35 PM,35013,14.879,TRUE,
578,Jerry,Male,,4:29 AM,98393,,FALSE,Client Services
579,Amanda,Female,3/17/1982,11:46 PM,107111,1.438,TRUE,Product
580,,Male,,8:45 PM,,1.187,TRUE,Legal
581,Harry,,1/27/1985,8:18 PM,65482,18.089,TRUE,
582,Ernest,Male,,12:08 AM,81919,15.118,FALSE,Marketing
583,,Male,11/19/1982,,,,FALSE,Finance
584,Diane,Female,,6:14 PM,49501,13.506,FALSE,Business Development
585,Jack,Male,5/30/2012,3:17 AM,70367,18.266,FALSE,Legal
586,,Female,4/16/1988,,,2.754,FALSE,Marketing
587,Rose,,,,56961,,FALSE,
588,Cheryl,Female,,6:28 AM,98841,8.945,TRUE,Client Services
589,Cynthia,Female,5/23/1980,3:19 AM,78226,2.419,TRUE,Human Resources
590,Sandra,Female,4/24/1995,7:14 PM,116931,9.657,TRUE,
591,,Female,,,,13.346,TRUE,Business Development
592,Rachel,,4/22/1988,12:01 PM,110924,7.808,TRUE,Distribution
593,Justin,Male,,11:15 PM,78351,15.221,FALSE,Sales
594,Marie,Female,11/23/2000,5:06 AM,,4.644,FALSE,Sales
595,Louis,Male,,5:02 AM,95198,2.075,FALSE,
596,Nancy,Female,,,121006,3.512,FALSE,Finance
597,Mark,Male,,5:31 AM,,6.752,TRUE,Business Development
598,Teresa,Female,6/24/1987,7:37 PM,69740,8.294,FALSE,
599,Frances,,7/21/2001,,91996,11.506,FALSE,Product
600,,Female,,10:57 PM,,,FALSE,Human Resources
601,Barbara,,12/20/1994,10:09 AM,90556,15.749,TRUE,Distribution
602,Christine,,,6:00 PM,50366,9.862,TRUE,Marketing
603,Bobby,,7/21/2003,3:50 PM,84232,15.704,TRUE,
604,,,10/26/1991,8:11 AM,100888,12.49,TRUE,Business Development
605,Bruce,Male,3/15/2013,11:13 PM,141335,15.427,TRUE,
606,Rose,Female,,9:14 AM,97691,2.142,TRUE,Client Services
607,Mildred,Female,2/21/1981,3:30 AM,47266,10.256,FALSE,Client Services
608,,Male,10/13/1983,11:59 PM,139754,12.74,FALSE,Sales
609,,Female,,5:17 PM,116236,,FALSE,
610,Todd,Male,2/16/2010,,103405,15.91,FALSE,Sales
611,Alan,,2/17/2012,12:26 AM,,10.084,FALSE,Product
612,Elizabeth,,,3:58 AM,52730,12.525,FALSE,Marketing
613,Julie,,10/21/2000,1:15 AM,60361,7.099,TRUE,Distribution
614,Teresa,,,3:47 PM,63103,11.378,TRUE,Finance
615,Eric,Male,,9:16 PM,,11.513,FALSE,Distribution
616,Edward,Male,8/30/2001,1:24 AM,73105,6.083,TRUE,Engineering
617,Kimberly,Female,,,37916,,TRUE,Distribution
618,Kathy,Female,1/14/2001,5:11 AM,45682,1.451,TRUE,
619,Peter,Male,11/24/1992,5:43 PM,69297,1.268,TRUE,Finance
620,Beverly,,10/22/1990,,59070,19.064,TRUE,Engineering
621,,Male,,2:25 AM,,8.4,FALSE,Finance
622,Justin,Male,,11:00 PM,128036,18.824,FALSE,Client Services
623,Irene,,6/23/2005,,89780,8.999,FALSE,Sales
624,Irene,Female,11/29/2006,,125018,9.601,TRUE,Legal
625,Jeremy,Male,,,,12.2,FALSE,Sales
626,Cynthia,,6/29/2015,6:38 AM,82408,8.701,TRUE,
627,,Female,4/13/1997,8:03 AM,131755,2.93,TRUE,
628,Anne,Female,,12:30 PM,128305,,TRUE,Marketing
629,,,,12:49 PM,,1.702,TRUE,Distribution
630,Debra,,,12:19 PM,74911,19.513,TRUE,Marketing
631,Michael,Male,7/13/1988,,47079,2.617,TRUE,Legal
632,Jason,,,1:20 AM,82873,1.869,TRUE,Client Services
633,Rebecca,Female,2/23/1990,3:21 PM,,6.878,TRUE,Engineering
634,,Female,11/17/2011,,123591,6.5,TRUE,Engineering
635,Carl,Male,,5:59 PM,75598,19.289,FALSE,
636,Randy,Male,9/27/2000,3:04 AM,89831,13.047,TRUE,
637,Marilyn,Female,,4:06 PM,,2.924,FALSE,Engineering
638,,Male,,,126956,,FALSE,Human Resources
639,Frances,Female,,6:08 PM,112467,1.433,FALSE,Business Development
640,Amanda,,,2:15 PM,46665,19.391,TRUE,Client Services
641,,Female,8/28/2004,10:49 AM,42553,3.756,TRUE,
642,Amanda,Female,1/25/1995,5:06 AM,102081,5.203,FALSE,Sales
643,Amanda,,,9:17 AM,135118,15.108,FALSE,Finance
644,Shawn,Male,9/29/1987,10:11 PM,71975,9.77,FALSE,
645,Katherine,Female,8/13/1996,12:21 AM,149908,18.912,FALSE,Finance
646,,,,9:19 AM,,,FALSE,Marketing
647,Elizabeth,Female,2/21/2010,7:02 AM,79145,19.78,FALSE,Finance
648,Donald,Male,,10:00 AM,122920,5.32,FALSE,
649,Gregory,Male,11/15/1999,,128031,15.857,FALSE,
650,Ruth,Female,2/17/2004,5:38 AM,59969,14.064,TRUE,Finance
651,Cynthia,,,1:24 AM,,,FALSE,Finance
652,Deborah,Female,11/21/1985,1:40 PM,113129,17.371,FALSE,Client Services
653,Willie,Male,,5:39 AM,141932,1.017,FALSE,
654,Debra,Female,5/28/2006,6:51 AM,42296,,FALSE,Product
655,Carl,Male,12/14/1984,8:49 PM,63395,11.411,FALSE,Legal
656,Walter,Male,,11:16 PM,125382,13.613,TRUE,
657,Lisa,,,6:44 PM,,17.108,TRUE,Marketing
658,Rebecca,Female,,10:33 AM,46750,11.367,TRUE,Sales
659,Jessica,Female,10/19/1986,,90285,13.591,TRUE,Client Services
660,,,8/27/2009,3:41 PM,53692,4.785,TRUE,
661,Mary,,,7:02 PM,100341,6.662,FALSE,Distribution
662,Craig,Male,8/21/1995,2:38 AM,,4.225,FALSE,Engineering
663,Katherine,Female,12/19/2000,1:40 AM,41643,,TRUE,Distribution
664,Andrea,Female,8/31/1989,11:10 PM,113760,12.866,TRUE,Distribution
665,Timothy,Male,,10:49 PM,49473,12.463,FALSE,Legal
666,Anthony,Male,2/13/2013,1:35 PM,146141,,FALSE,Distribution
667,Harold,,,11:02 AM,79459,7.776,TRUE,Business Development
668,Douglas,,,2:03 AM,104496,14.771,TRUE,Marketing
669,James,Male,,7:06 AM,67789,17.105,TRUE,Legal
670,Joseph,,3/28/1982,1:05 PM,86564,,TRUE,
671,,Female,9/14/2001,3:22 AM,135758,14.782,TRUE,Client Services
672,Laura,Female,,,84672,3.96,TRUE,Distribution
673,,Male,,12:41 PM,111580,10.982,FALSE,Human Resources
674,Ralph,Male,3/24/1996,11:54 AM,50455,,FALSE,
675,,Male,8/28/2012,7:56 PM,88733,1.932,FALSE,Human Resources
676,Diane,Female,,6:56 PM,,12.791,FALSE,Marketing
677,,Female,,10:04 AM,138925,9.801,FALSE,Marketing
678,Jacqueline,Female,9/20/1994,6:07 PM,62371,15.77,TRUE,
679,Brenda,Female,4/17/1984,7:12 AM,87715,,FALSE,Product
680,Lori,Female,,7:36 AM,66029,3.345,TRUE,Client Services
681,Albert,Male,6/17/1992,3:25 AM,86818,14.301,TRUE,Engineering
682,Frank,Male,11/23/2002,6:10 PM,,17.398,FALSE,Product
683,Deborah,Female,,,105573,5.268,TRUE,Product
684,Robin,,12/20/2005,2:42 PM,41230,,TRUE,
685,Alice,Female,1/21/2016,5:07 PM,117787,10.485,FALSE,
686,,Male,,9:37 AM,88086,19.387,FALSE,Finance
687,Paul,,2/18/2011,12:23 PM,91462,18.704,FALSE,Finance
688,,Male,12/27/1996,7:07 AM,139959,8.992,FALSE,Distribution
689,Brian,Male,,10:47 PM,93901,17.821,TRUE,Legal
690,,,,6:31 AM,50529,17.263,FALSE,Finance
691,Bruce,Male,1/28/2007,11:10 PM,,,TRUE,Sales
692,Joan,Female,,2:53 AM,120941,3.694,TRUE,Finance
693,,Male,5/15/2007,,118753,8.162,FALSE,Sales
694,Alice,Female,10/16/1995,9:19 PM,92799,2.782,FALSE,Sales
695,Barbara,Female,,12:35 AM,85718,13.326,FALSE,Client Services
696,Sarah,Female,,,109517,5.146,FALSE,Human Resources
697,Samuel,Male,5/25/2012,4:40 PM,85550,11.593,TRUE,Marketing
698,,Male,5/23/1990,2:09 AM,136655,9.801,TRUE,Distribution
699,Barbara,,,5:13 AM,43312,8.218,TRUE,Legal
700,Amy,,5/19/1984,11:47 AM,102839,10.385,TRUE,Distribution
701,Frank,Male,,9:15 PM,78891,7.927,TRUE,Distribution
702,Robin,,9/16/2005,1:26 AM,93201,11.712,TRUE,Legal
703,Debra,Female,,1:12 PM,84693,6.976,TRUE,Finance
704,,,5/31/2004,3:36 PM,73587,9.769,TRUE,Human Resources
705,Thomas,Male,,9:51 AM,65251,11.211,FALSE,Distribution
706,Harry,Male,9/23/2015,1:36 AM,129148,15.193,TRUE,Engineering
707,Todd,,,6:53 PM,128175,18.473,TRUE,
708,Patricia,Female,,1:10 AM,75825,7.839,FALSE,Engineering
709,Steve,Male,,9:17 PM,51821,1.197,FALSE,Legal
710,,,,,60411,12.048,TRUE,Human Resources
711,Edward,Male,11/27/1997,1:00 AM,58327,17.095,TRUE,Finance
712,Karen,Female,,10:09 PM,46478,16.552,FALSE,Engineering
713,Martin,,,4:17 AM,123963,15.745,TRUE,Engineering
714,Ann,Female,9/28/1994,5:44 AM,79796,9.851,FALSE,Distribution
715,Jonathan,Male,7/30/1984,6:02 PM,83809,12.922,FALSE,Distribution
716,Peter,Male,,7:28 AM,77933,13.132,TRUE,Engineering
717,Eric,Male,6/15/1993,3:56 AM,51070,13.806,TRUE,Business Development
718,Jason,,4/15/1988,8:16 PM,97480,11.518,FALSE,Human Resources
719,Terry,Male,,11:18 PM,58357,7.969,FALSE,Engineering
720,John,Male,1/29/1999,3:07 AM,67165,13.001,FALSE,Engineering
721,,,,2:01 PM,145988,18.685,TRUE,Human Resources
722,Harold,Male,4/16/2010,5:13 AM,147417,11.626,TRUE,Business Development
723,Joshua,Male,6/27/1997,,95003,5.197,TRUE,Marketing
724,Brandon,,,2:32 AM,144187,11.416,TRUE,Legal
725,,Female,,6:40 AM,37888,13.47,FALSE,Engineering
726,Jeremy,,5/19/1991,1:40 PM,131513,1.876,TRUE,Finance
727,Daniel,Male,2/29/2016,4:04 AM,77287,13,TRUE,
728,,Male,,1:22 PM,46875,12.942,TRUE,Sales
729,Dorothy,,,12:22 AM,82744,19.111,TRUE,Client Services
730,,Male,,12:32 AM,43252,18.892,FALSE,Client Services
731,Nicole,Female,4/26/2009,12:40 AM,66047,18.674,TRUE,Marketing
732,Ann,Female,7/16/2001,9:27 AM,118431,12.772,TRUE,Finance
733,Henry,,,2:04 AM,59943,1.432,FALSE,Finance
734,,Male,6/17/2009,1:00 PM,136681,3.655,FALSE,Business Development
735,,Female,12/18/1994,,138807,1.4,FALSE,Human Resources
736,Barbara,Female,,5:32 AM,82884,6.837,TRUE,Business Development
737,Judy,Female,,,48668,11.716,TRUE,Product
738,Lawrence,Male,7/23/2011,3:41 AM,122971,14.618,FALSE,Product
739,Joseph,Male,,11:12 PM,107050,12.737,FALSE,Business Development
740,Carlos,Male,,10:00 AM,138598,14.737,FALSE,Sales
741,Russell,,,11:59 AM,149456,3.533,FALSE,Marketing
742,Jane,Female,,7:02 PM,128540,15.941,FALSE,Legal
743,Martin,Male,2/25/2016,6:29 PM,61117,2.844,FALSE,Client Services
744,Steven,Male,5/30/1980,8:25 PM,100949,13.813,TRUE,Human Resources
745,Judy,,,,46829,5.19,TRUE,Finance
746,James,Male,2/16/2008,,69111,14.625,TRUE,Business Development
747,Gloria,Female,8/19/2004,10:31 AM,46602,1.027,TRUE,Business Development
748,,Male,,1:46 PM,61181,16.559,FALSE,Business Development
749,Martha,Female,7/17/1997,11:11 PM,94963,19.626,TRUE,Business Development
750,Janet,,1/25/1986,5:48 AM,85789,9.712,FALSE,Legal
751,Louis,,,6:39 PM,145274,16.379,FALSE,Product
752,Tina,Female,,3:18 AM,102841,3.369,FALSE,Client Services
753,,Male,2/23/2007,,49665,18.338,FALSE,Business Development
754,Antonio,Male,,10:54 PM,41928,5.478,TRUE,
755,Lisa,Female,,1:04 AM,128042,2.03,TRUE,Legal
756,Denise,Female,2/19/1984,,86150,3.997,FALSE,Client Services
757,,Male,10/21/1984,,121816,10.615,TRUE,Distribution
758,Benjamin,Male,,11:32 PM,123409,7.783,FALSE,Product
759,Carl,,8/18/2007,8:01 AM,98295,7.617,TRUE,Legal
760,Ruth,Female,,6:52 AM,59678,10.895,FALSE,Distribution
761,,Male,12/29/2006,3:05 AM,57871,4.02,TRUE,Human Resources
762,Jennifer,Female,3/31/2015,7:43 PM,132084,10.006,TRUE,Engineering
763,Terry,Male,,,35633,3.947,TRUE,Distribution
764,Jacqueline,Female,7/27/2008,12:08 PM,125298,3.019,TRUE,Legal
765,,Male,,,115582,15.343,TRUE,Sales
766,Alice,,4/23/1995,,148339,11.479,TRUE,Finance
767,Justin,Male,7/25/1991,12:45 AM,112975,9.699,FALSE,Human Resources
768,,Female,,12:10 PM,36927,18.769,FALSE,Client Services
769,Robin,Female,3/26/2004,5:41 PM,70248,9.66,TRUE,Sales
770,Samuel,,,3:08 AM,141305,9.849,TRUE,Marketing
771,,Female,9/22/2006,8:08 PM,72002,13.178,TRUE,Product
772,Peter,Male,5/22/1991,1:39 AM,102577,12.026,TRUE,Product
773,Lillian,Female,,5:41 AM,113554,18.018,TRUE,Business Development
774,,Male,10/24/1986,9:23 AM,47176,10.736,TRUE,Finance
775,,Female,6/18/2000,7:36 AM,106428,10.867,TRUE,
776,Rose,Female,,,75181,6.06,TRUE,Finance
777,Bobby,Male,9/30/2004,,79047,18.784,FALSE,Human Resources
778,Kimberly,Female,4/20/1986,3:55 PM,52970,4.513,FALSE,Sales
779,Antonio,Male,12/28/2003,4:17 AM,137979,5.266,FALSE,Distribution
780,Doris,Female,,,114360,17.799,TRUE,Business Development
781,Steven,Male,,4:55 AM,110306,16.843,TRUE,Human Resources
782,Lawrence,Male,,10:55 PM,46378,9.127,FALSE,
783,,Male,,4:41 PM,74104,17.68,FALSE,Client Services
784,,,4/15/1991,3:39 AM,132505,13.592,FALSE,Product
785,Stephanie,Female,9/14/1982,8:14 AM,96649,3.453,FALSE,Sales
786,,Female,,,57811,8.941,FALSE,Marketing
787,Sandra,Female,,4:17 PM,111468,2.58,TRUE,Product
788,Kevin,Male,,3:22 PM,141498,4.135,TRUE,Sales
789,Michelle,,3/31/2012,6:28 AM,124441,16.353,FALSE,Business Development
790,Lisa,Female,,9:19 PM,40121,6.293,FALSE,Product
791,Fred,Male,,2:27 AM,129712,11.058,FALSE,Finance
792,,Male,,9:46 PM,126010,19.601,FALSE,Legal
793,Anne,,4/18/1996,,122762,9.564,FALSE,Distribution
794,Andrea,Female,7/22/1999,9:25 AM,149105,13.707,TRUE,Distribution
795,Nicole,Female,,5:17 PM,44021,10.286,FALSE,
796,,,,10:16 AM,42025,3.319,TRUE,Human Resources
797,Catherine,Female,8/31/1986,6:20 PM,59970,12.801,FALSE,Client Services
798,Rose,,12/31/1982,6:50 PM,145001,19.85,FALSE,Engineering
799,,Male,,2:06 PM,102589,17.952,TRUE,Marketing
800,Raymond,Male,,12:18 PM,47529,2.712,TRUE,Product
801,,,,,148941,11.517,FALSE,Product
802,Ryan,Male,4/15/1988,5:18 AM,91109,17.499,TRUE,Human Resources
803,Jane,Female,,1:23 PM,51923,13.623,FALSE,Business Development
804,Lois,Female,7/28/2012,,53954,19.075,FALSE,Product
805,Shawn,,3/17/2008,2:12 PM,39335,10.664,FALSE,Distribution
806,,Male,,9:29 AM,111371,15.081,TRUE,Engineering
807,Kathryn,Female,1/29/2008,12:29 AM,86676,6.081,FALSE,Sales
808,Mary,,,8:32 AM,115057,2.089,FALSE,Finance
809,,Female,,5:13 AM,145357,3.459,FALSE,Engineering
810,George,Male,9/27/1995,5:04 PM,36749,19.754,FALSE,Finance
811,Ralph,,,,89854,7.227,FALSE,Business Development
812,Judith,Female,,11:16 AM,134048,6.818,TRUE,Marketing
813,,Male,12/13/1994,10:34 AM,141311,5.478,TRUE,Product
814,Evelyn,Female,,4:44 AM,123621,19.767,TRUE,Marketing
815,Rachel,Female,6/23/2011,12:52 AM,54941,3.221,TRUE,Distribution
816,Maria,,,8:36 PM,106562,4,FALSE,Human Resources
817,Kelly,Female,3/17/2007,6:20 PM,39371,4.068,FALSE,Engineering
818,Ruby,Female,5/31/2008,8:41 PM,83112,4.083,FALSE,Marketing
819,Ann,Female,,,96941,10.048,TRUE,Distribution
820,Kenneth,Male,12/14/1985,6:55 AM,47232,17.862,TRUE,Legal
821,William,Male,11/18/1993,12:27 PM,54058,5.182,TRUE,Human Resources
822,,Female,,2:27 AM,80399,12.254,TRUE,Distribution
823,Deborah,Female,2/26/2009,10:17 AM,118043,7.266,TRUE,Business Development
824,,Male,,2:30 PM,109411,9.494,TRUE,Engineering
825,Julia,Female,8/18/2014,,97566,2.147,FALSE,Marketing
826,Robert,,,1:20 AM,69267,5.89,TRUE,Sales
827,,,,1:35 AM,87103,5.665,TRUE,
828,Jesse,,7/16/2014,2:24 AM,98811,7.487,FALSE,Legal
829,Cynthia,Female,,8:55 AM,149684,7.864,FALSE,Product
830,Johnny,Male,1/14/2007,,71383,2.097,TRUE,Human Resources
831,Michael,Male,,1:20 AM,81206,19.908,TRUE,Distribution
832,Kenneth,Male,1/15/2015,2:41 PM,69112,7.588,TRUE,Finance
833,Keith,,,3:02 PM,120672,19.467,FALSE,Legal
834,Gerald,Male,5/28/2010,12:26 PM,96511,9.331,FALSE,Human Resources
835,,,,7:54 AM,49325,2.071,TRUE,Business Development
836,Douglas,Male,,5:23 AM,132175,2.28,FALSE,Engineering
837,Carolyn,Female,3/17/2004,,118037,13.492,FALSE,Finance
838,Joseph,Male,5/23/1985,10:16 PM,139570,15.804,TRUE,Finance
839,,Male,,3:14 PM,115280,9.153,FALSE,Distribution
840,Joyce,Female,7/25/2001,6:04 AM,51065,16.807,FALSE,Human Resources
841,Lillian,Female,,8:53 AM,103854,4.924,TRUE,Distribution
842,Ruby,Female,8/13/2006,6:27 PM,48354,19.501,FALSE,Business Development
843,Sandra,Female,,12:39 PM,132327,19.264,FALSE,Product
844,Louise,Female,2/26/1982,1:03 AM,106362,8.965,FALSE,Sales
845,Maria,,6/19/1985,,148857,8.738,FALSE,Legal
846,Brenda,Female,,6:01 PM,131131,11.682,FALSE,Client Services
847,Stephen,Male,,10:42 PM,129663,15.574,FALSE,Human Resources
848,,,,12:03 PM,41449,4.707,FALSE,Finance
849,Bobby,Male,,7:40 AM,93368,2.88,TRUE,Product
850,Ernest,Male,,2:02 PM,53335,9.192,FALSE,Product
